Grade,Course,Period,Room,Mark1
10,PPF41Q3B,3,GYM3,100
11,EEFG9QTR,3,350,45
9,EEFG1QGB,3,246,55
9,EEFG1QB,3,149,77
11,PPF41Q2G,3,GYM1,95
9,HUF41,3,324,65
10,EEFG5QG,3,249,65
11,SHFC3TM,3,248,97
9,EEFG1QB,3,149,82
10,HUF41UQX,3,325,92
10,HGF81QTD,3,321,82
9,EEFG1QTB,3,250,65
12,ULFC9TP,3,B39,81
9,HGF81QTD,3,321,55
11,BCF41T,3,332,70
11,PPF41Q3B,3,GYM3,90
10,HUF41QW,3,326,70
11,EEFGDUGJ,3,B6,75
9,PHF41H3,3,231,93
9,PPF41Q2B,3,GYM3,90
9,SLF41QB,3,229,79
12,MPF41UQS,3,219,65
10,MEF41,3,203,67
11,SWF41HG,3,341,91
9,PPF41Q2G,3,GYM2,45
12,EEFGDUQX,3,347,75
11,HUF41QW,3,326,45
9,EEFG1QB,3,149,86
9,EEFG1QB,3,330,82
12,EEFGDUQX,3,347,55
11,MGF41,3,103,68
11,BCF41T,3,332,87
11,UAF85Q3,3,227,87
11,MRF41,3,223,82
12,UEFGDH,3,B27,95
11,SEF41,3,B30,82
11,FSFC9H,3,123,92
9,EEFG1QGB,3,246,67
11,EEFGDUTJ,3,B6,84
12,EEFGDUQX,3,347,88
9,EEFG1QGB,3,246,69
10,EEFG9QG,3,125,75
11,BCF41T,3,332,93
11,PPF41Q2G,3,GYM2,100
9,HGF81QWD,3,329B,55
10,SCF41,3,141,72
11,PPF41Q2G,3,GYM2,97
11,PPF41Q3G,3,GYM2,94
9,MEF41QG,3,205,83
12,EEFGDUQX,3,347,84
10,MGF41H,3,104,90
9,AWF81,3,228,55
9,FFFC1,3,113,70
11,EEFGDUGJ,3,B6,90
11,PPF41Q2G,3,GYM2,100
11,PPF41Q3G,3,GYM1,97
12,MQF41QQY,3,204A,100
9,EEFGDQW,3,226,45
9,EEFG1QGB,3,250,87
10,HUF41UQX,3,325,87
10,FFFC1,3,113,77
11,AQF41UVT,3,206,80
11,FFFC5,3,111,76
10,SCF41,3,138,65
10,PPF41Q3B,3,GYM3,90
12,AQF41QQY,3,216B,100
12,PQF41Q2Y,3,251,100
12,PQF41Q3Y,3,251,100
11,HFF41,3,323,74
12,PPF41Q3G,3,GYM1,92
10,FKFC5,3,124,86
10,HUF41UQX,3,325,70
9,FMFC5,3,115,84
9,HGF82QTD,3,313,66
9,EEFG5,3,334B,81
12,HQFC9TH,3,327,84
9,HGF82QTD,3,311,79
12,HQFC9TH,3,327,87
11,MRF41,3,225,55
12,EEFGDUQX,3,347,90
10,AQF41UVT,3,206,90
9,SLF41HGB,3,147,96
11,BCF41T,3,332,87
11,PPF41Q2G,3,GYM1,90
12,PPF41Q3G,3,GYM1,90
12,MPF41UQS,3,219,86
9,MEF41HG,3,205,98
10,MGF41,3,214,88
12,ULFC9TP,3,B39,87
9,EEFG1QB,3,146,84
11,AWF85H,3,B7,100
11,MPF41UQJ,3,208,90
9,MGF41QTF,3,105,70
11,BCF41T,3,332,84
11,PPF41Q2G,3,GYM1,93
11,PPF41Q2G,3,GYM1,86
11,PPF41Q3G,3,GYM1,90
9,SLF41QGB,3,147,45
10,MGF41QTF,3,105,75
10,HFF41,3,315,80
11,PPF41Q2G,3,GYM2,100
11,UAF85Q3,3,227,88
11,MGF41,3,103,55
10,MGF41QGF,3,105,65
11,HFF41,3,315,65
11,FSFC5,3,107,85
11,HUF41,3,324,70
9,HGF81QTD,3,321,79
12,ULFC9TP,3,B39,91
9,HQF41QHB,3,333,88
9,HGF82QQD,3,316,77
9,SLF41QGB,3,247,88
9,HGF82QGD,3,313,67
9,FKFC5,3,124,73
9,HQF41HHB,3,333,95
10,MGF41H,3,214,96
9,PHF41H2,3,231,92
9,PPF41Q3B,3,GYM3,90
9,SLF41QGB,3,247,88
10,PPF41Q2G,3,GYM1,95
12,EQF41QQY,3,328A,100
12,PQF41Q2Y,3,251,100
12,PQF41Q3Y,3,251,100
11,MRF41,3,223,65
11,PPF41Q2B,3,GYM3,45
11,PPF41Q3B,3,GYM3,55
9,HGF81HQD,3,213,94
10,FMFC5,3,115,87
9,EEFG1QTB,3,246,75
10,EEFG9,3,331,55
11,PPF41Q2G,3,GYM2,84
11,UAF85Q3,3,227,78
11,BCF41T,3,332,68
11,UAF41Q2,3,227,74
10,FMFC5,3,215,77
10,HUF41UQX,3,325,87
11,EEFG9,3,331,45
11,MCF41UAX,3,221,70
9,SLF41QGB,3,247,84
9,HGF81HGD,3,321,90
11,BCF41T,3,332,87
11,PPF41Q3B,3,GYM3,90
11,FSFC5,3,107,80
9,EEFG9QGR,3,350,68
11,MCF41UAX,3,221,96
9,HGF81QGD,3,321,72
10,HFF41,3,323,83
9,SLF41HGB,3,247,92
11,HGF81QQD,3,139,70
10,HUF41UQX,3,325,87
10,MGF41H,3,214,90
10,SCF41,3,141,88
10,PPF41Q2G,3,GYM2,100
10,UAF85Q3,3,227,68
9,EEFG1HB,3,330,91
10,AQF41UVT,3,206,96
9,HUF41QW,3,326,78
11,AWF85,3,B7,83
12,ULFC9TP,3,B39,83
9,MEF41,3,203,71
9,HGF81HQD,3,213,93
10,PWF41Q3G,3,POOL,88
10,UAF85Q2,3,227,80
12,AWF85,3,B7,76
11,PPF41Q2B,3,GYM3,95
11,PPF41Q3B,3,GYM3,98
10,PPF41Q3B,3,GYM3,90
10,UAF85Q2,3,227,70
10,FFFC1,3,113,69
10,HUF41H,3,338,94
11,FFFC1,3,113,55
10,EEFG9QG,3,125,87
10,PPF41Q2G,3,GYM1,90
10,UAF85H3,3,227,94
9,FFFC1,3,113,71
9,SLF41QB,3,229,77
11,PPF41Q3G,3,GYM2,100
11,PWF41Q2G,3,POOL,90
10,PPF41Q2G,3,GYM1,90
10,UAF85Q3,3,227,73
9,HUF41QW,3,326,85
11,MRF41,3,225,71
12,PPF41Q2B,3,GYM3,95
11,FLFC9H,3,121,100
11,FSFC5H,3,107,98
9,PHF41H2,3,B17,97
9,PPF41Q3B,3,GYM3,100
9,EEFG1QGB,3,246,80
10,MKFC1TC,3,108,95
9,HGF82HGD,3,313,95
10,HUF41UQX,3,325,94
9,EEFG5QF,3,349,55
10,MGF41,3,103,80
12,MPF41UQS,3,219,68
9,SLF41QB,3,211,86
9,AQF41UVT,3,206,86
12,ULFC9TP,3,B39,91
10,PPF41Q2G,3,GYM2,100
10,UAF85H3,3,227,96
12,UEFG9H,3,B27,94
10,EEFG9QT,3,125,69
9,SLF41QB,3,229,65
9,EEFG5QG,3,249,70
9,PHF41Q2,3,231,81
9,PPF41Q3B,3,GYM3,95
9,EEFG1HB,3,330,93
9,EEFG1QHB,3,346,88
9,HGF81HGD,3,321,90
9,EEFG9QF,3,126,65
9,HUF41QT,3,334A,75
12,MPF41UQS,3,219,70
10,FSFC9H,3,123,94
11,AWF85,3,B7,77
9,SHFC3TM,3,248,88
9,SLF41QB,3,229,74
9,PPF41Q3B,3,GYM3,90
9,UAF41Q2,3,227,81
9,MEF41QG,3,205,65
12,EEFGDUQV,3,204,45
10,SWF41QG,3,341,89
9,HGF81QGD,3,321,85
9,HFF41,3,323,45
12,AWF85,3,B7,80
10,MRF41,3,225,85
12,ALF41,3,222,77
10,MKFC1TC,3,108,93
10,FLFC5H,3,122,100
9,EEFG1QB,3,146,65
10,MGF41HGF,3,105,95
9,PHF41Q2,3,231,85
9,PPF41Q3G,3,GYM2,100
12,MPF41UQS,3,219,81
11,FSFC5H,3,107,90
11,BCF41T,3,332,84
11,PPF41Q2B,3,GYM3,98
9,HGF81QQD,3,139,88
11,MPF41UQJ,3,208,90
11,SCF41,3,141,73
10,PPF41Q2B,3,GYM3,75
10,PPF41Q3B,3,GYM3,65
9,EEFG9QF,3,126,75
9,EEFG9QF,3,126,65
9,EEFG1QB,3,149,65
9,HGF81QQD,3,213,82
12,UEFGDH,3,B27,91
12,PPF41Q2G,3,GYM1,75
11,PPF41Q3B,3,GYM3,90
9,EEFG1QTB,3,250,66
10,MGF41H,3,214,90
10,FSFC9H,3,123,90
11,FFFC5,3,111,65
9,SLF41QB,3,211,74
10,MRF41H,3,223,96
11,FFFC5H,3,111,90
9,EEFG1HGB,3,246,100
9,HGF82QGD,3,311,80
10,SCF41,3,141,74
10,SCF41,3,138,84
12,EEFGDUQF,3,336,80
9,EEFG9QF,3,126,55
10,PPF41Q3B,3,GYM3,95
10,UAF85Q2,3,227,83
9,MEF41QG,3,205,65
11,FSFC5H,3,107,91
9,EEFG9QGR,3,350,65
11,SCF41,3,141,77
9,HGF81QQD,3,213,87
11,FMFC5H,3,115,96
10,PPF41Q3B,3,GYM3,100
12,EQF41QQY,3,328A,65
9,EEFG1QHB,3,346,83
9,MEF41,3,203,80
11,AWF85,3,B7,81
11,AWF85H,3,B7,90
9,HUF41QT,3,334A,70
9,PPF41Q3G,3,GYM2,84
12,HBF41X,3,314,75
10,EEFG5,3,334B,78
12,FFFC1,3,113,55
11,EEFG9,3,331,88
11,EEFG9HG,3,125,91
11,SWF41HG,3,341,97
12,PQF41Q2Y,3,251,100
12,PQF41Q3Y,3,251,100
9,EEFG1QB,3,146,81
12,MKFC9TC,3,322,65
9,HQF41QHB,3,333,85
9,PHF41Q3,3,B17,70
9,PPF41Q2B,3,GYM3,90
11,FLFC9,3,121,77
10,FMFC5H,3,115,92
10,FSFC1,3,114,76
12,FKFC9,3,124,65
9,HGF81HQD,3,213,100
10,FKFC5H,3,124,99
10,PPF41Q2G,3,GYM2,100
10,UAF85Q3,3,227,89
11,MCF41UAX,3,221,82
12,PPF41Q2G,3,GYM1,92
12,FKFC5,3,124,75
12,ULFC9TP,3,B39,81
9,ALF41,3,222,66
12,ALF41H,3,222,93
9,EEFG9,3,331,45
11,EEFG9HF,3,126,90
12,AUFC9TA,3,232,94
10,MKFC1TC,3,108,80
10,MGF41,3,104,45
11,BCF41T,3,332,88
11,PPF41Q2G,3,GYM1,93
10,HUF41H,3,338,92
11,MRF41,3,223,88
10,MGF41,3,103,87
10,BCF41T,3,332,86
10,PPF41Q3B,3,GYM3,95
11,FLFC9,3,121,81
10,HFF41,3,315,85
9,HUF41,3,324,65
11,FSFC5,3,116,70
12,UEFG9H,3,B27,91
9,EEFG1QTB,3,246,85
9,SLF41QB,3,229,45
11,HFF41H,3,315,94
12,FQF41QQY,3,216B,100
11,EEFGDUQF,3,336,88
12,ULFC9TP,3,B39,77
9,FSFC1,3,114,66
9,SLF41QB,3,229,65
10,SEF41,3,B30,86
11,SHFC3TM,3,248,85
9,PHF41Q2,3,231,67
9,PPF41Q3G,3,GYM2,80
9,HGF81QQD,3,139,55
12,AUFC9TA,3,232,95
9,HFF41,3,315,75
10,HUF41UQX,3,325,93
9,EEFG5HF,3,349,91
10,PPF41Q2B,3,GYM3,95
10,PPF41Q3B,3,GYM3,100
9,PHF41Q3,3,231,80
9,PPF41Q2G,3,GYM2,100
9,PHF41Q3,3,B17,88
9,PPF41Q2B,3,GYM3,90
9,HGF81QWD,3,329B,78
12,HFF41,3,323,55
12,PQF41Q2Y,3,251,100
12,PQF41Q3Y,3,251,100
10,FLFC5,3,122,70
12,PPF41Q2B,3,GYM3,70
10,HUF41UQX,3,325,90
12,PPF41Q2G,3,GYM2,80
12,PQF41Q3Y,3,251,100
11,FSFC5,3,116,75
11,PWF41Q3G,3,POOL,88
11,UAF41H2,3,227,93
11,EEFGDUQV,3,204,45
10,BCF41T,3,332,90
10,PWF41Q2G,3,POOL,93
9,EEFG1QTB,3,250,65
11,SEF41,3,B30,87
11,HQFC9TH,3,327,88
9,HGF82QTD,3,313,55
11,FLFC9,3,121,65
9,EEFG1HB,3,146,92
9,PHF41Q2,3,B17,89
9,PPF41Q3B,3,GYM3,90
10,AQF41UVT,3,206,92
10,SHFC3TM,3,248,95
11,MGF41,3,214,75
10,PPF41Q2G,3,GYM2,100
10,UAF41Q3,3,227,82
9,EEFG5QFW,3,349,45
9,EEFG1QGB,3,250,68
12,MPF41UQS,3,219,81
10,EEFG5H,3,334B,90
11,PPF41Q2G,3,GYM2,100
11,PPF41Q3G,3,GYM1,95
11,EEFGDUQX,3,347,85
9,EEFGDUGJ,3,B6,45
9,MEF41QT,3,205,68
11,PWF41Q3G,3,POOL,85
10,EEFG5HG,3,249,99
9,MEF41,3,203,76
11,BCF41T,3,332,88
11,PPF41Q3G,3,GYM2,100
12,MRF41,3,223,70
9,SLF41QB,3,211,85
11,FFFC5H,3,111,94
12,HBF41X,3,314,83
10,PPF41Q2B,3,GYM3,95
10,UAF85Q3,3,227,80
10,HUF41UQX,3,325,86
9,HFF41,3,323,55
12,MQF41QQY,3,204A,100
10,HUF41,3,324,55
9,FSFC1H,3,114,96
11,FLFC9,3,121,55
12,HBF41X,3,314,88
11,HUF41,3,324,77
10,PPF41Q2B,3,GYM3,100
10,UAF85Q3,3,227,87
10,FSFC5,3,107,80
12,EEFGDUQX,3,347,90
10,HUF41UQX,3,325,90
9,EEFG1QB,3,149,78
10,PPF41Q2B,3,GYM3,80
10,PPF41Q3B,3,GYM3,90
12,EEFGDUQX,3,347,84
9,SLF41QB,3,211,45
10,FSFC1H,3,114,92
10,PPF41Q2B,3,GYM3,90
10,PPF41Q3B,3,GYM3,90
10,EEFG5,3,334B,70
11,FSFC5,3,116,80
9,EEFG1QTB,3,250,65
11,PPF41Q3G,3,GYM1,96
11,PQF41Q2Y,3,251,45
11,PQF41Q3Y,3,251,45
9,EEFG5QW,3,348,82
9,PPF41Q2B,3,GYM3,95
9,PPF41Q3B,3,GYM3,90
11,HUF41,3,324,86
9,FMFC5,3,215,65
11,MCF41UAX,3,221,98
12,MQF41QQY,3,204A,100
10,FKFC5,3,124,65
9,SLF41QB,3,229,77
9,PPF41Q2G,3,GYM2,100
9,PHF41Q3,3,231,67
9,PPF41Q2B,3,GYM3,95
12,EEFGDUQF,3,336,88
10,EEFG5QG,3,249,55
9,PHF41Q3,3,B17,45
9,PPF41Q2G,3,GYM2,45
9,HGF82QTD,3,311,82
10,FSFC1,3,114,78
12,MKFC9TC,3,322,65
9,SLF41HGB,3,147,96
9,PHF41H3,3,231,94
9,PPF41Q2B,3,GYM3,95
9,SLF41QTB,3,147,65
11,MCF41UAX,3,221,93
12,PPF41Q3G,3,GYM1,85
12,UAF41Q2,3,227,76
10,EEFG9QFW,3,126,78
10,PWF41Q2G,3,POOL,95
10,PWF41Q3G,3,POOL,93
9,EEFG1QHB,3,346,78
9,PHF41H2,3,231,92
9,PPF41Q3G,3,GYM2,97
9,HQF41QHB,3,333,85
11,AQF41UVT,3,206,73
9,SLF41HB,3,211,93
10,EEFG5,3,334B,65
11,FSFC5,3,116,70
11,MGF41,3,104,55
10,AQF41UVT,3,206,94
10,HUF41,3,338,83
10,MGF41,3,104,65
11,MPF41UQS,3,219,70
10,AWF81,3,228,67
10,SCF41,3,138,89
9,EEFG1HGB,3,250,91
11,PPF41Q3B,3,GYM3,100
10,MGF41H,3,104,96
9,SLF41QGB,3,147,88
10,MGF41,3,103,70
11,EEFGDUQV,3,204,74
11,HFF41H,3,315,90
9,HGF81HQD,3,213,94
9,EEFG1HB,3,330,90
10,HUF41UQX,3,325,93
10,PPF41Q3B,3,GYM3,90
10,UAF41Q2,3,227,77
10,HFF41,3,323,81
11,SPF41,3,238,80
10,HUF41,3,338,87
9,MEF41,3,203,85
12,MPF41UQS,3,219,92
10,FFFC1H,3,113,93
11,SPF41,3,238,76
10,FSFC5H,3,116,93
10,PWF41Q3G,3,POOL,95
12,EEFGDUQF,3,336,75
11,PPF41Q3G,3,GYM2,76
11,UAF85Q2,3,227,76
11,MRF41,3,223,76
12,AQF41QQY,3,216B,100
9,HUF41QW,3,326,78
11,SEF41H,3,B30,90
10,HFF41H,3,323,90
11,UEFGD,3,B27,66
9,SLF41QB,3,229,65
9,HFF41,3,323,65
9,HGF82QGD,3,311,82
10,EEFGDHW,3,226,93
10,HUF41UQX,3,325,92
9,EEFG1QGB,3,246,55
9,MEF41QG,3,205,75
10,PPF41Q3G,3,GYM2,93
11,FLFC9,3,121,65
10,MGF41,3,214,76
12,SQF41QQY,3,233,100
9,EEFG1QB,3,149,75
10,HUF41QW,3,326,84
9,HGF81QWD,3,329B,55
11,MGF41,3,103,80
9,EEFG1QHB,3,346,86
10,PPF41Q3G,3,GYM2,100
10,PWF41Q2G,3,POOL,95
11,FFFC5H,3,111,92
9,HQF41HHB,3,333,95
10,HUF41QG,3,334A,80
12,MKFC9TC,3,322,68
9,FSFC1,3,207,71
10,HUF41,3,338,85
9,PPF41Q3G,3,GYM1,91
9,UAF85Q2,3,227,67
11,FSFC5H,3,116,95
10,MGF41,3,103,82
9,EEFG1HGB,3,250,92
9,PPF41Q2G,3,GYM2,94
9,PPF41Q3G,3,GYM2,80
9,SLF41QB,3,211,88
9,HGF81QTD,3,321,45
11,PPF41Q2G,3,GYM2,85
11,PPF41Q3G,3,GYM2,90
9,HQF41QHB,3,333,86
10,MGF41,3,214,88
12,ALF41,3,222,78
10,HUF41,3,324,76
9,PHF41Q3,3,B17,87
9,PPF41Q2B,3,GYM3,100
9,EEFG1QTB,3,250,65
10,MGF41H,3,104,94
10,PHF41H3,3,231,93
10,PPF41Q2B,3,GYM3,95
9,HGF81QGD,3,321,88
10,HUF41QG,3,334A,88
11,EEFGDUGJ,3,B6,65
9,HGF82QTD,3,313,55
11,EEFG9,3,331,80
11,PPF41Q2G,3,GYM2,95
11,UAF41Q3,3,227,71
10,SEF41H,3,B30,91
12,AUFC9TA,3,232,55
11,MGF41QTF,3,105,65
11,SPF41H,3,238,95
9,PPF41Q2B,3,GYM3,90
9,PPF41Q3B,3,GYM3,90
9,HGF81QWD,3,329B,73
9,SLF41QTB,3,147,55
12,EQF41QQY,3,328A,100
11,FSFC9,3,123,88
12,MKFC9TC,3,322,88
9,EEFG1QGB,3,250,85
11,FSFC1,3,114,87
9,HGF81HQD,3,213,92
10,PPF41Q2B,3,GYM3,90
10,UAF85Q3,3,227,70
10,EEFG5,3,334B,67
11,HFF41,3,323,84
10,FSFC1,3,114,70
9,MEF41QG,3,205,70
10,EEFGDHW,3,226,93
10,EEFG9QGR,3,350,70
10,FSFC5,3,107,55
10,SPF41H,3,238,90
9,PHF41Q3,3,B17,70
9,PPF41Q2B,3,GYM3,90
11,FMFC5H,3,115,91
9,EEFG5QW,3,348,68
9,HGF82QTD,3,311,65
10,FLFC9,3,121,65
10,EEFG9QGR,3,350,86
9,FSFC1,3,114,55
10,PWF41Q3G,3,POOL,93
11,BCF41T,3,332,83
11,PPF41Q2B,3,GYM3,80
12,MRF41,3,223,71
9,PHF41Q2,3,231,82
9,PPF41Q3G,3,GYM1,70
10,PPF41Q2G,3,GYM2,55
10,PPF41Q3G,3,GYM1,65
9,PHF41H2,3,231,91
9,PPF41Q3G,3,GYM2,100
10,PPF41Q3B,3,GYM3,95
11,MRF41,3,225,55
11,UEFG9,3,B27,84
9,AWF85,3,B7,75
11,PPF41Q2B,3,GYM3,65
11,UAF85Q3,3,227,76
9,PPF41Q3B,3,GYM3,65
9,UAF41Q2,3,227,72
11,EEFG9,3,331,67
9,SLF41QTB,3,247,79
12,PPF41Q3B,3,GYM3,85
12,MGF41,3,103,76
9,PHF41H3,3,B17,90
9,PPF41Q2G,3,GYM1,80
11,EEFGDUQF,3,336,88
10,PPF41Q3B,3,GYM3,90
10,UAF41Q2,3,227,74
11,SCF41,3,138,65
11,EEFGDUQF,3,336,55
9,PHF41Q2,3,231,66
9,PPF41Q3B,3,GYM3,90
9,SLF41QTB,3,247,78
11,FLFC9,3,121,81
10,HUF41QT,3,334A,65
10,FSFC1H,3,207,98
11,EEFGDUQF,3,336,87
11,SEF41,3,B30,85
9,EEFG1QB,3,330,88
11,FFFC1,3,113,65
11,SCF41,3,141,74
10,SEF41H,3,B30,93
10,FSFC1H,3,114,95
11,PPF41Q3G,3,GYM2,69
11,UAF41Q2,3,227,77
11,AWF85,3,B7,75
9,EEFG5QF,3,349,65
9,HGF82QGD,3,311,89
10,HUF41UQX,3,325,70
12,AWF81,3,228,84
12,MKFC9TC,3,322,74
12,HQF41QQY,3,317,99
10,FSFC1,3,207,89
12,PQF41Q2Y,3,251,100
12,PQF41Q3Y,3,251,100
11,AWF85H,3,B7,90
10,FSFC9,3,123,80
11,BCF41T,3,332,77
11,PPF41Q2B,3,GYM3,90
11,MPF41UQJ,3,208,80
12,EEFGDUTJ,3,B6,77
9,SLF41QTB,3,147,85
9,SLF41QTB,3,247,86
9,PHF41H3,3,231,91
9,PPF41Q2B,3,GYM3,90
9,PHF41Q2,3,231,76
9,PPF41Q3G,3,GYM1,90
11,SHFC3TM,3,248,100
9,HQF41HHB,3,333,92
10,SWF41QT,3,341,81
10,FMFC5H,3,115,93
10,FFFC5,3,111,73
9,EEFG1QB,3,330,88
9,HGF81QTD,3,321,45
9,HGF81QWD,3,329B,70
11,FSFC9,3,123,82
9,FMFC5H,3,115,94
9,FFFC1,3,113,73
9,PHF41Q3,3,231,88
9,PPF41Q2B,3,GYM3,95
12,ALF41H,3,222,95
12,ULFC9TP,3,B39,84
12,EEFGDUQX,3,347,85
12,HQFC9TH,3,327,94
11,EEFG9QTR,3,350,71
9,HGF82QTD,3,313,65
10,MGF41QGF,3,105,82
9,PPF41Q2G,3,GYM2,83
9,PPF41Q3G,3,GYM2,73
10,FFFC1,3,113,45
11,SWF41QT,3,341,70
12,UEFGDH,3,B27,98
10,HUF41,3,338,86
11,EEFG9QGR,3,350,45
9,EEFG1QB,3,149,67
10,FSFC1,3,207,66
9,EEFG1QB,3,330,82
12,HBF41X,3,314,74
12,MKFC9TC,3,322,71
10,SCF41,3,141,77
9,FSFC1,3,207,66
12,MRF41,3,225,65
9,PHF41Q2,3,231,82
9,PPF41Q3G,3,GYM2,84
12,UEFGDH,3,B27,94
9,EEFG1QTB,3,246,85
11,MRF41,3,223,80
9,MEF41QT,3,205,82
10,HUF41QG,3,334A,82
10,HUF41UQX,3,325,87
9,FSFC1,3,114,72
9,SHFC3TM,3,248,70
9,HGF82QQD,3,316,65
10,PPF41Q3B,3,GYM3,95
10,UAF41H2,3,227,92
9,HUF41QT,3,334A,70
9,HQF41HHB,3,333,90
11,PPF41Q3B,3,GYM3,98
10,MGF41,3,103,82
10,HUF41UQX,3,325,88
10,SCF41,3,141,75
11,FLFC9,3,121,70
12,HBF41X,3,314,81
12,MKFC9TC,3,322,81
11,AQF41UVT,3,206,84
9,HGF82QQD,3,316,86
10,FSFC1,3,114,70
12,EEFGDUQX,3,347,80
9,EEFG1QHB,3,346,87
10,EEFG5QT,3,249,65
11,FSFC5,3,107,70
9,MEF41QT,3,205,85
10,PPF41Q3G,3,GYM2,100
9,EEFG9QF,3,126,45
11,PPF41Q2G,3,GYM1,90
11,PPF41Q3G,3,GYM1,92
11,PPF41Q2B,3,GYM3,98
11,PPF41Q3B,3,GYM3,100
11,AWF85,3,B7,82
11,EEFGDUQV,3,204,93
10,HUF41,3,324,84
10,HUF41QG,3,334A,71
10,PPF41Q3B,3,GYM3,100
10,UAF85Q2,3,227,65
11,HFF41,3,323,82
9,HGF81QGD,3,321,75
9,EEFG1HB,3,330,92
10,MGF41QGF,3,105,82
9,SWF41HG,3,341,92
9,HGF81QQD,3,139,85
9,EEFG1QHB,3,346,72
9,MEF41QT,3,205,55
12,AWF81H,3,228,94
9,SLF41QB,3,211,81
9,HUF41,3,324,65
12,FLFC9H,3,121,92
10,EEFG5HG,3,249,93
11,EEFG9,3,331,65
11,PPF41Q2G,3,GYM2,100
11,PPF41Q3G,3,GYM2,97
11,MPF41UQJ,3,208,78
9,EEFG1QB,3,149,65
10,PPF41Q2G,3,GYM2,95
10,PPF41Q3G,3,GYM1,85
9,HGF82QGD,3,311,79
10,SCF41,3,141,82
12,MKFC9TC,3,322,85
11,EEFG9QG,3,125,85
12,MQF41QQY,3,204A,100
9,EEFG1QB,3,149,76
9,PHF41Q3,3,B17,45
9,PPF41Q2B,3,GYM3,45
11,UEFG9H,3,B27,99
9,PPF41Q2B,3,GYM3,95
9,PPF41Q3B,3,GYM3,70
9,EEFG1QB,3,146,69
12,UQF41QQY,3,216B,100
11,EEFG9QT,3,125,80
10,AQF41UVT,3,206,83
10,AWF81,3,228,45
9,HGF81HQD,3,213,98
10,AQF41UVT,3,206,87
9,HQF41QHB,3,333,85
10,FSFC1,3,207,81
11,SPF41H,3,238,90
10,EEFG5QW,3,348,89
11,PPF41Q3B,3,GYM3,80
11,UAF41Q2,3,227,89
9,EEFG1HB,3,330,93
9,HGF82HQD,3,316,90
12,EQF41QQY,3,328A,100
9,SHFC3TM,3,248,90
12,MQF41QQY,3,204A,100
9,EEFG1QB,3,330,89
11,EEFGDUQF,3,336,92
9,SLF41QGB,3,247,81
9,EEFG1QB,3,330,87
11,MPF41UQJ,3,208,94
12,MKFC9TC,3,322,100
12,BCF41T,3,332,93
12,PWF41Q3G,3,POOL,95
10,FMFC5H,3,215,97
9,EEFG1QTB,3,250,65
11,FFFC9,3,111,55
10,MGF41H,3,103,90
11,PHF41H2,3,231,90
10,PPF41Q2G,3,GYM2,100
10,UAF41H3,3,227,94
9,SLF41HWB,3,328B,93
12,ULFC9TP,3,B39,88
9,EEFG1QGB,3,250,73
12,HQFC9TH,3,327,96
10,MRF41,3,225,78
9,HGF81QGD,3,321,65
9,EEFG5QF,3,349,55
10,MKFC1TC,3,108,80
10,MKFC1TC,3,108,85
10,PPF41Q3B,3,GYM3,100
10,UAF41H2,3,227,100
10,FKFC5H,3,124,100
11,UEFG9H,3,B27,100
10,FMFC5H,3,215,93
9,PHF41H2,3,B17,99
9,PPF41Q3G,3,GYM2,90
12,HBF41X,3,314,96
10,PHF41H2,3,B17,99
10,PPF41Q3G,3,GYM2,100
12,MGF41,3,104,65
9,HQF41HHB,3,333,96
10,PPF41Q3G,3,GYM2,100
10,PPF41Q2G,3,GYM2,96
10,UAF41H3,3,227,94
11,SPF41,3,238,83
10,PPF41Q2B,3,GYM3,80
10,UAF41Q3,3,227,78
12,EEFGDUQV,3,204,73
11,MKFC9TC,3,322,73
12,EEFGDUQX,3,347,92
10,FLFC5H,3,122,96
10,BCF41T,3,332,65
10,PPF41Q3G,3,GYM2,65
9,FFFC1,3,113,65
9,HGF81QQD,3,139,77
12,AUFC9TA,3,232,72
9,SLF41QGB,3,247,73
10,MGF41,3,214,88
9,PPF41Q2B,3,GYM3,65
9,PPF41Q3B,3,GYM3,75
9,EEFG5QW,3,348,82
10,MGF41,3,104,73
10,PPF41Q2G,3,GYM1,88
10,PWF41Q3G,3,POOL,85
10,FMFC5,3,215,80
10,SEF41,3,B30,82
10,HUF41HG,3,334A,94
10,FSFC9,3,123,88
11,FFFC5,3,111,76
12,HQF41QQY,3,317,99
12,UEFGDH,3,B27,100
12,MPF41UQS,3,219,74
12,SPF41H,3,238,95
9,EEFG1QB,3,330,89
11,MGF41,3,103,82
10,EEFG9HGR,3,350,93
12,MPF41UQS,3,219,93
11,FFFC5,3,111,77
11,EEFGDUQF,3,336,86
10,HUF41H,3,338,92
12,PPF41Q3B,3,GYM3,75
9,HGF81QQD,3,139,88
10,EEFG5H,3,334B,90
9,HGF81QQD,3,139,80
9,HGF82QTD,3,311,80
11,HGF82QQD,3,316,45
9,EEFG1QGB,3,246,80
9,PHF41Q2,3,B17,45
9,PPF41Q3B,3,GYM3,65
12,HQFC9TH,3,327,84
11,AUFC9TA,3,232,95
11,EEFG5QW,3,348,67
10,MGF41,3,214,85
11,MGF41,3,103,70
12,EEFGDUQF,3,336,65
10,FSFC1,3,207,77
11,PPF41Q3G,3,GYM2,97
11,PWF41Q2G,3,POOL,95
11,FSFC5,3,107,75
12,SQF41QQY,3,233,100
12,AWF85,3,B7,88
