Grade,Course,Period,Room,Mark1
9,SCF41QB,9,141,70
12,PWF41QQL,9,POOL,100
11,AWF85,9,B7,84
11,SDF81UVT,9,332,88
9,EEFG1QTB,9,249,68
10,BCF41T,9,247,94
10,PPF41Q3G,9,GYM1,94
10,EEFG5,9,348,65
9,HGF81QGD,9,315,80
10,SCF41,9,138,55
9,FSFC1H,9,123,95
9,AWF81,9,222,55
9,EEFG9,9,331,65
11,ULFC5TP,9,B39,92
9,SHF81H,9,205,96
11,MKFC5UCT,9,108,79
9,EEFG1QB,9,349,78
11,MQF41HTF,9,106,91
10,MGF41QTF,9,105,69
9,SWF41QW,9,328B,72
11,HFF41H,9,311,95
9,HGF82QTD,9,321,75
9,MEF82QGD,9,221,65
9,MKF41,9,322,75
10,AQF41UVT,9,206,80
9,HGF81QQD,9,323,80
9,EEFG1QB,9,349,78
10,MGF41QGF,9,105,83
11,EEFGDUQV,9,204,96
9,HGF82QQD,9,314,78
10,HUF41H,9,333,90
11,SEF41,9,313,65
10,PHF41Q2,9,147,85
10,PPF41Q3G,9,GYM1,86
11,FLFC1QHB,9,122,70
9,HGF81QWD,9,329B,65
10,SHFC1TM,9,149,68
10,MGF41,9,219,85
10,BCF41T,9,247,90
10,PPF41Q2G,9,GYM2,97
9,SLF41HGB,9,226,96
9,EEFG1QGB,9,249,77
10,EEFG5H,9,348,92
11,BCF41T,9,247,95
11,PPF41Q3B,9,GYM3,95
9,MGF41QGF,9,107,74
10,HFF41,9,311,87
10,HFF41,9,121,87
11,AWF85,9,B7,82
9,SLF41QB,9,229,77
11,EEFGDQT,9,347,84
10,PPF41Q2B,9,GYM3,85
10,UAF41Q3,9,235,87
10,EEFG5,9,348,80
11,MGF41,9,207,70
9,SLF41QTB,9,231,55
10,EEFG5,9,334B,67
10,SHF81H,9,205,99
9,PHF41H2,9,147,94
9,PPF41Q3G,9,GYM2,94
9,HGF81HQD,9,323,91
10,SWF41QT,9,338,70
9,HGF81HGD,9,315,95
10,EEFG5,9,334B,65
9,EEFG5QT,9,250,76
11,EEFG9,9,336,70
12,PWF41QQL,9,POOL,100
9,EEFG1QTB,9,246,45
11,MQF41HTF,9,106,92
11,SCF41,9,138,55
11,HUF41,9,316,86
9,PHF41H3,9,B17,98
9,PPF41Q2G,9,GYM2,97
9,HGF82QQD,9,213,79
9,MKF41,9,322,86
9,SHF81,9,205,55
10,EEFG5,9,350,78
9,EEFG1HB,9,349,90
9,FMFC1,9,116,55
9,FFFC1,9,111,71
10,HUF41QT,9,334A,86
9,HGF81QTD,9,315,75
9,EEFG1HGB,9,246,95
9,SLF41QB,9,229,69
10,SHFC1TM,9,149,94
11,MRF41QQF,9,225,77
9,EEFG1QTB,9,246,70
10,MGF41H,9,219,94
9,MQF41QGF,9,106,45
9,FSFC1,9,125,65
9,SLF41QB,9,341,80
9,SLF41QGB,9,231,55
11,SPF41H,9,238,92
9,SCF41QB,9,141,77
9,FLFC1QHB,9,122,65
9,EEFG1QTB,9,249,77
10,HFF41H,9,311,95
9,SHFC1TM,9,149,55
12,BCF41T,9,247,97
12,PPF41Q3B,9,GYM3,100
11,HFF41,9,326,75
10,PPF41Q2G,9,GYM1,97
10,UAF85Q3,9,235,88
10,SWF41QT,9,338,77
10,HUF41,9,316,74
9,FLFC1QHB,9,122,70
10,BCF41T,9,247,87
10,PPF41Q2G,9,GYM1,90
11,MRF41,9,223,72
9,EEFG1QWB,9,126,65
9,HGF81QWD,9,329B,71
9,FFFC1,9,111,87
11,SDF81UVT,9,332,89
10,HUF41QG,9,334A,86
9,FLFC1QHB,9,122,78
9,SHFC1TM,9,149,84
9,HFF41,9,121,74
12,EEFG9,9,331,77
10,EEFGDQG,9,347,55
11,EEFGDUQF,9,330,45
9,FSFC5,9,113,70
9,MGF41QTF,9,105,81
10,MGF41,9,207,78
9,SLF41QB,9,341,87
10,SCF41,9,139,77
9,ULFC5TP,9,B39,83
9,EEFG1QWB,9,126,77
9,HFF41,9,326,45
10,MGF41QGF,9,107,79
10,SEF41,9,313,70
10,FJFC1,9,124,65
11,HFF41,9,326,67
11,MGF41QGF,9,105,55
9,FSFC1,9,125,66
9,SHFC1TM,9,149,85
10,HFF41QG,9,324,67
10,EEFGDUQV,9,204,45
9,MKF41H,9,322,96
11,SWF41QG,9,338,88
10,EEFG5,9,334B,73
9,SHF81H,9,205,94
12,EEFGDUQV,9,204,65
9,AWF81,9,222,85
9,MEF82QGD,9,221,55
9,HFF41,9,326,68
11,EEFGDUQF,9,330,80
9,HGF81QTD,9,315,80
9,PPF41Q3B,9,GYM3,85
9,UAF41Q2,9,235,65
9,HGF82QTD,9,321,75
9,HGF82QTD,9,321,76
10,SCF41,9,138,88
10,SCF41,9,139,65
10,MGF41QGF,9,105,45
9,AWF81,9,222,45
11,MRF41QTF,9,208,65
9,PHF41Q3,9,B17,45
9,PPF41Q2B,9,GYM3,70
9,EEFG1QB,9,349,67
9,HGF81QWD,9,329B,75
10,MGF41QTF,9,105,45
10,ESFG1QFV,9,146,55
11,SPF41,9,238,87
10,EEFG9,9,336,55
9,HGF81QWD,9,329B,85
11,FSFC5,9,113,80
9,SHF81H,9,205,94
9,EEFG5,9,350,70
12,PPF41Q3B,9,GYM3,100
9,SLF41HGB,9,231,94
9,HGF82QQD,9,213,65
11,AWF85H,9,B7,95
9,FJFC1,9,124,68
9,MQF41QGF,9,106,65
10,HUF41,9,316,79
11,EEFGDUQV,9,204,95
10,AQF41UVT,9,206,89
10,SCF41H,9,139,93
9,SEF41,9,313,65
10,AQF41UVT,9,206,86
9,SLF41HB,9,341,90
11,EEFGDUQJ,9,B6,77
11,SPF41H,9,238,95
9,PHF41H3,9,B17,94
9,PPF41Q2G,9,GYM1,92
11,AWF85,9,B7,83
11,MGF41,9,214,65
9,EEFG1HHB,9,346,92
9,HGF81QGD,9,315,85
9,FJFC1,9,124,83
10,EEFG5,9,350,83
10,PPF41Q2G,9,GYM2,79
10,PPF41Q3G,9,GYM2,93
10,FMFC5,9,215,67
11,EEFGDUQF,9,330,88
11,MKFC5UCT,9,108,95
10,SWF41HG,9,338,92
10,HUF41H,9,333,90
10,HUF41,9,325,84
10,HFF41QG,9,324,75
9,SHF81H,9,205,97
10,SCF41,9,138,70
10,MGF41QTF,9,105,72
11,EEFGDHG,9,347,90
11,FSFC5H,9,113,90
10,HFF41HG,9,324,92
9,SHF81,9,205,80
11,MRF41QQF,9,225,80
10,PPF41Q3G,9,GYM1,86
10,UAF85H2,9,235,97
9,HGF81HQD,9,323,97
9,SWF41QW,9,328B,65
11,MQF41QTF,9,106,75
10,MGF41HTF,9,107,95
10,EEFG9,9,336,80
11,EEFGDHT,9,347,90
9,MKF41H,9,322,100
9,SCF41QB,9,141,82
11,AWF85,9,B7,86
11,HFF41,9,121,88
11,HUF41H,9,316,92
11,AWF85,9,B7,85
12,AWF81,9,222,89
11,EEFGDUQF,9,330,83
11,BCF41T,9,247,90
11,PPF41Q3B,9,GYM3,95
10,SCF41,9,138,85
10,MGF41H,9,207,99
9,ESFG1QFV,9,146,74
9,HGF82HGD,9,321,97
10,SHFC1TM,9,149,95
11,HFF41H,9,311,94
10,FJFC1,9,124,85
10,PPF41Q3B,9,GYM3,85
10,UAF85Q2,9,235,87
9,PHF41Q3,9,147,84
9,PPF41Q2B,9,GYM3,94
10,FMFC5,9,215,87
10,EEFG5H,9,350,90
11,AWF85,9,B7,82
11,FMFC5H,9,115,99
9,FLFC1HHB,9,122,91
11,SDF81UVT,9,332,95
11,FMFC5H,9,115,98
10,SCF41,9,139,75
10,AUFC1TA,9,232,90
11,EEFGDUQF,9,330,86
9,SLF41HB,9,341,96
12,SQF41QQY,9,233,100
10,HUF41H,9,316,97
10,MQF41QGF,9,106,80
9,SLF41QB,9,341,89
9,FMFC1H,9,116,95
9,EEFG1QHB,9,346,80
10,AQF41UVT,9,206,95
9,SHFC1TM,9,149,99
10,PPF41Q2B,9,GYM3,90
10,UAF85Q3,9,235,72
11,SPF41,9,238,80
9,EEFG1HB,9,349,90
10,EEFG5QG,9,250,87
10,BCF41T,9,247,75
10,PPF41Q3G,9,GYM1,92
10,MGF41H,9,207,91
9,FJFC1H,9,124,99
9,PHF41Q2,9,147,65
9,PPF41Q3G,9,GYM2,100
9,FMFC5H,9,215,97
11,HFF41H,9,326,90
9,FLFC1HHB,9,122,98
9,FMFC1H,9,116,98
10,SCF41,9,139,74
11,FSFC1H,9,123,100
9,FMFC1H,9,116,98
11,EEFG9H,9,336,97
9,EEFG1HHB,9,346,95
9,HGF81QQD,9,323,82
11,PPF41Q2B,9,GYM3,100
11,PPF41Q3B,9,GYM3,100
9,PHF41H2,9,B17,91
9,PPF41Q3B,9,GYM3,95
10,MRF41H,9,223,91
11,SDF81UVT,9,332,96
10,HUF41H,9,333,92
11,EEFGDUQF,9,330,67
11,BCF41T,9,247,93
11,PPF41Q2G,9,GYM1,91
10,HUF41,9,325,72
11,SDF81UVT,9,332,91
10,AQF41UVT,9,206,88
9,SLF41QB,9,341,84
9,MKF41H,9,322,100
10,PPF41Q2G,9,GYM1,92
10,UAF41H3,9,235,98
9,HGF82HQD,9,314,95
9,EEFG5,9,350,65
9,SLF41QGB,9,231,71
10,PPF41Q3G,9,GYM2,94
10,UAF41H2,9,235,92
9,SLF41QB,9,229,84
11,SPF41,9,238,84
11,MKFC5UCT,9,108,92
9,PHF41Q3,9,B17,65
9,PPF41Q2B,9,GYM3,90
11,HFF41H,9,121,92
9,PHF41H3,9,147,94
9,PPF41Q2G,9,GYM2,100
9,SHF81H,9,205,93
10,MGF41H,9,214,90
9,HGF82HQD,9,314,93
9,PHF41H3,9,147,91
9,PPF41Q2B,9,GYM3,90
10,MGF41QGF,9,105,75
11,HFF41,9,121,88
10,FMFC1,9,116,55
9,EEFG1HGB,9,249,94
11,SWF41QG,9,338,82
9,PHF41H2,9,B17,92
9,PPF41Q3G,9,GYM2,100
10,EEFG5,9,350,86
10,EEFG5,9,348,70
10,AUFC1TA,9,232,84
10,SEF41,9,313,70
11,PPF41Q2G,9,GYM1,92
11,PPF41Q3G,9,GYM2,88
9,FLFC1HHB,9,122,98
10,PPF41Q2G,9,GYM1,95
10,PPF41Q3G,9,GYM1,92
11,EEFGDUQJ,9,B6,78
9,EEFG1QTB,9,246,80
10,EEFG5QG,9,250,55
10,MGF41,9,214,85
10,PPF41Q2G,9,GYM2,97
10,AUFC1TA,9,232,45
10,SWF41QW,9,328B,80
10,EEFG5QT,9,250,72
9,EEFG1QWB,9,126,65
10,FMFC5,9,115,83
9,FFFC1,9,111,67
9,PPF41Q3G,9,GYM2,94
9,UAF41Q2,9,235,75
10,HUF41,9,316,83
9,EEFG5QT,9,250,70
9,AWF81H,9,222,99
12,PWF41QQL,9,POOL,100
9,PHF41Q3,9,147,85
9,PPF41Q2G,9,GYM1,90
10,MGF41,9,219,70
10,MGF41QGF,9,105,45
9,MEF82QGD,9,221,78
9,PHF41Q3,9,B17,83
9,PPF41Q2G,9,GYM2,97
9,SWF41QW,9,328B,66
11,ULFC5TP,9,B39,95
9,PPF41Q2B,9,GYM3,90
9,UAF85Q3,9,235,65
9,HUF41,9,325,68
11,MRF41QQF,9,225,78
9,SCF41QB,9,141,86
12,EEFGDUQV,9,204,84
10,SCF41,9,138,88
9,HGF82QTD,9,321,55
10,EEFG5,9,334B,66
11,PWF41QQL,9,POOL,100
10,PPF41Q3B,9,GYM3,95
10,UAF41Q2,9,235,85
9,HGF82QTD,9,321,80
11,AWF81,9,222,85
11,EEFGDUQF,9,330,45
9,HUF41QG,9,334A,45
10,EEFG5,9,348,85
10,FFFC1,9,111,81
9,PHF41Q3,9,B17,66
9,PPF41Q2B,9,GYM3,90
9,SLF41QGB,9,226,81
10,MRF41QGF,9,208,80
10,SEF41,9,313,80
12,EEFGDUQF,9,330,86
9,HUF41QT,9,334A,76
10,PPF41Q2G,9,GYM1,98
10,UAF41H3,9,235,100
9,FJFC1,9,124,75
11,HFF41QT,9,324,78
10,FSFC9,9,114,76
11,MRF41QQF,9,225,75
10,FJFC1,9,124,80
11,MQF41QGF,9,106,75
10,HUF41H,9,325,91
9,SCF41QB,9,141,79
10,SWF41QT,9,338,78
10,FSFC1,9,125,70
9,SWF41QW,9,328B,72
9,MKF41H,9,322,98
12,PWF41QQL,9,POOL,100
11,FMFC5H,9,215,99
11,SCF41,9,138,67
9,FFFC1,9,111,85
10,MGF41QGF,9,105,65
9,EEFG1QTB,9,249,45
9,EEFGDQT,9,347,45
11,BCF41T,9,247,85
11,PPF41Q3B,9,GYM3,95
10,HUF41,9,316,67
10,PPF41Q3B,9,GYM3,100
10,UAF85Q2,9,235,85
11,ULFC5TP,9,B39,74
11,EEFGDUQV,9,204,90
9,SLF41HB,9,341,93
9,HGF81QQD,9,323,80
10,FSFC9,9,114,55
10,EEFG5,9,334B,65
10,UAF41H2,9,235,92
10,UAF41Q3,9,235,89
12,HFF41H,9,121,98
10,HFF41,9,326,88
10,PPF41Q2B,9,GYM3,100
10,PPF41Q3B,9,GYM3,100
9,HUF41,9,325,45
10,HFF41H,9,311,98
10,HFF41,9,121,82
11,AWF85,9,B7,65
10,HUF41,9,333,87
10,SEF41,9,313,45
11,AWF85,9,B7,88
9,EEFG1QWB,9,126,45
10,HFF41,9,326,55
11,EEFG9,9,331,77
9,SHFC1TM,9,149,98
9,EEFG1HGB,9,246,90
10,SWF41QT,9,338,67
10,BCF41T,9,247,90
10,PPF41Q3B,9,GYM3,90
ST,FSFC1,9,125,73
9,SLF41QGB,9,231,88
10,MGF41QGF,9,107,55
9,HGF81QWD,9,329B,55
9,FSFC1,9,123,73
9,SLF41QTB,9,231,75
9,MEF82QGD,9,221,76
10,HGF82QQD,9,213,69
10,HFF41,9,311,73
11,SEF41,9,313,71
12,EEFGDUQV,9,204,73
11,PPF41Q2B,9,GYM3,85
10,HUF41,9,325,84
12,EEFGDUQF,9,330,80
9,FJFC1,9,124,68
9,EEFG1HGB,9,246,90
10,ULFC5TP,9,B39,96
10,HFF41H,9,121,95
9,HGF81HWD,9,329B,95
9,PHF41Q3,9,147,85
9,PPF41Q2G,9,GYM2,94
12,PPF41Q2B,9,GYM3,65
9,HGF81QTD,9,315,70
10,MRF41,9,223,82
9,FLFC1HHB,9,122,96
11,ULFC5TP,9,B39,96
11,MQF41QGF,9,106,77
9,SCF41QB,9,141,89
11,HFF41,9,311,76
11,AUFC1TA,9,232,95
11,BCF41T,9,247,86
11,PPF41Q2B,9,GYM3,92
9,SLF41QB,9,229,78
12,AWF85,9,B7,45
9,SLF41QTB,9,231,80
9,MEF82QTD,9,221,66
9,HGF81QQD,9,323,80
10,MGF41QGF,9,107,55
9,PPF41Q2B,9,GYM3,99
9,PPF41Q3B,9,GYM3,99
9,PHF41Q3,9,B17,65
9,PPF41Q2B,9,GYM3,65
9,SLF41QB,9,341,71
11,EEFGDUQV,9,204,94
10,FJFC1H,9,124,95
11,AWF85H,9,B7,92
10,PPF41Q2G,9,GYM2,100
10,UAF41H3,9,235,94
10,HUF41HG,9,334A,90
10,FSFC1,9,123,85
11,SDF81UVT,9,332,97
9,SHFC1TM,9,149,96
9,FJFC1H,9,124,95
11,MRF41QGF,9,208,82
12,EEFGDUQV,9,204,92
9,FLFC1HHB,9,122,100
10,EEFG5QG,9,250,89
10,BCF41T,9,247,80
10,PPF41Q3G,9,GYM1,90
10,EEFG5,9,350,78
9,MGF41,9,214,82
9,EEFG1QWB,9,126,67
11,MRF41,9,223,73
9,PHF41Q3,9,B17,45
9,PPF41Q2B,9,GYM3,65
11,MQF41QGF,9,106,70
9,FJFC1,9,124,69
10,HUF41QT,9,334A,80
9,EEFG1QTB,9,246,65
9,EEFG5,9,348,82
9,MGF41H,9,219,93
10,EEFGDUQJ,9,B6,70
9,SLF41QB,9,341,75
10,PPF41Q2G,9,GYM2,100
10,PPF41Q3G,9,GYM2,97
9,FFFC1,9,111,77
9,PHF41Q3,9,147,82
9,PPF41Q2G,9,GYM2,97
9,FMFC1,9,116,76
9,HGF82QGD,9,321,75
9,EEFG1QHB,9,346,83
9,SCF41,9,139,79
11,MKFC5UCT,9,108,94
10,MQF41QGF,9,106,79
11,PPF41Q2B,9,GYM3,100
11,PPF41Q3B,9,GYM3,100
10,EEFG5,9,350,88
9,PHF41H3,9,147,94
9,PPF41Q2G,9,GYM2,97
11,SDF81UVT,9,332,88
12,UAF85H2,9,235,94
12,UAF85H3,9,235,94
9,EEFG1QB,9,349,70
10,FSFC9,9,114,55
9,SLF41QB,9,341,82
9,FJFC1,9,124,79
11,EEFG9,9,331,86
11,BCF41T,9,247,80
11,PPF41Q2B,9,GYM3,90
12,AWF85,9,B7,89
10,MGF41,9,207,78
9,SLF41QB,9,229,87
10,PPF41Q3B,9,GYM3,98
10,UAF41H2,9,235,90
9,SLF41HGB,9,231,93
9,MEF82QTD,9,221,78
11,EEFGDUQV,9,204,94
9,AWF81,9,222,55
9,HGF82QQD,9,213,86
9,PHF41Q3,9,B17,65
9,PPF41Q2B,9,GYM3,94
11,AWF85H,9,B7,90
9,FSFC1H,9,125,93
11,AWF85,9,B7,83
9,PHF41Q3,9,147,70
9,UAF41Q2,9,235,76
12,PWF41QQL,9,POOL,100
10,AUFC1TA,9,232,90
10,HFF41QG,9,324,65
11,ULFC5TP,9,B39,81
11,EEFGDUQF,9,330,84
9,PHF41Q2,9,147,85
9,PPF41Q3B,9,GYM3,95
11,FSFC5,9,113,55
9,SLF41HGB,9,231,95
9,BCF41T,9,247,55
9,UAF85Q3,9,235,65
10,MRF41HQF,9,225,90
9,PHF41H3,9,B17,91
9,PPF41Q2G,9,GYM2,100
10,MGF41QGF,9,105,65
9,MEF82QGD,9,221,45
9,EEFG5QG,9,250,55
10,HUF41H,9,333,95
11,PPF41Q2B,9,GYM3,100
11,PPF41Q3B,9,GYM3,90
11,FSFC9,9,114,65
9,HFF41,9,121,65
9,HUF41,9,325,73
9,SLF41HB,9,341,90
9,EEFG5QT,9,250,67
10,HFF41,9,311,65
9,FLFC1HHB,9,122,94
10,MGF41,9,219,73
11,SPF41,9,238,81
11,MGF41QTF,9,105,73
9,ESFG1QFA,9,146,80
9,PHF41Q3,9,B17,67
9,PPF41Q2B,9,GYM3,90
9,FFFC1,9,111,68
10,FMFC5,9,215,74
9,SLF41HB,9,341,93
9,FLFC1HHB,9,122,93
9,EEFG1HGB,9,246,98
9,EEFG1HWB,9,126,94
10,MKFC5UCT,9,108,79
10,ESFG1QFA,9,146,78
10,PHF41H3,9,B17,92
10,PPF41Q2B,9,GYM3,90
11,PPF41Q3G,9,GYM2,100
9,SLF41HGB,9,226,91
9,FMFC1,9,116,80
9,HGF81QWD,9,329B,65
9,EEFG1HGB,9,246,98
11,PWF41QQL,9,POOL,55
10,PPF41Q2G,9,GYM2,80
10,UAF41Q3,9,235,70
9,EEFG1QB,9,349,89
10,HFF41H,9,121,96
10,HFF41,9,311,65
9,MKF41H,9,322,92
9,HGF82QQD,9,314,86
10,SWF41HG,9,338,93
9,FLFC1HHB,9,122,96
10,MQF41QGF,9,106,85
9,PHF41Q3,9,B17,89
9,EEFG1QTB,9,249,70
9,EEFG1HHB,9,346,90
10,SWF41QW,9,328B,66
9,SHFC1TM,9,149,71
10,MGF41QGF,9,107,71
9,HGF82HQD,9,213,93
9,HGF82HQD,9,314,94
10,HUF41,9,333,70
10,MGF41,9,207,75
9,SCF41QB,9,141,65
10,SCF41,9,138,80
11,PPF41Q2G,9,GYM1,45
11,PPF41Q3G,9,GYM1,45
10,HFF41QT,9,324,76
10,SWF41QT,9,338,80
10,BCF41T,9,247,85
10,PPF41Q2G,9,GYM1,85
9,SLF41QB,9,229,87
11,MRF41HQF,9,225,91
10,MGF41QTF,9,107,67
10,MGF41,9,214,84
9,FSFC1,9,123,86
9,MGF41QGF,9,105,45
10,PHF41Q2,9,147,86
10,PPF41Q3G,9,GYM1,92
9,AWF81,9,222,74
10,SWF41QT,9,338,86
10,EEFG5QG,9,250,80
11,MRF41QGF,9,208,82
9,SLF41HB,9,341,92
9,SLF41QB,9,229,71
10,SCF41,9,139,65
10,PPF41Q3B,9,GYM3,100
10,UAF85Q2,9,235,71
10,MGF41HGF,9,107,97
9,FSFC5,9,113,65
11,AUFC1TA,9,232,92
9,SHF81H,9,205,92
9,EEFG1QHB,9,346,87
9,HGF81QTD,9,315,65
10,MGF41,9,214,77
9,SLF41HGB,9,231,90
10,MGF41,9,219,88
9,MKF41H,9,322,98
11,MRF41QQF,9,225,75
11,BCF41T,9,247,85
11,PPF41Q2G,9,GYM1,80
9,EEFG1HB,9,349,93
11,ULFC5TP,9,B39,84
9,HFF41,9,326,83
10,EEFG5HG,9,250,90
11,EEFGDUQF,9,330,90
9,FFFC1,9,111,65
11,HFF41,9,311,77
9,HGF82HGD,9,321,94
10,ULFC5TP,9,B39,79
12,MRF41QQF,9,225,84
9,SLF41QB,9,229,81
12,PPF41Q2B,9,GYM3,95
12,PPF41Q3B,9,GYM3,90
10,EEFG5,9,350,87
11,FMFC5H,9,115,100
9,FSFC1,9,123,86
10,FMFC5,9,215,55
9,MKF41H,9,322,97
10,EEFG5,9,348,77
12,AWF81,9,222,55
9,PHF41Q2,9,147,65
9,PPF41Q3G,9,GYM2,93
10,SCF41,9,139,45
9,SCF41QB,9,141,85
10,MGF41H,9,214,97
9,HGF81QTD,9,315,85
10,PHF41Q3,9,147,45
10,EEFG5HG,9,250,94
9,EEFG1QWB,9,126,66
10,FSFC5H,9,113,90
11,ULFC5TP,9,B39,81
11,HFF41H,9,311,100
11,EEFGDUQJ,9,B6,84
10,HUF41HG,9,334A,90
10,SCF41,9,138,45
11,PPF41Q2G,9,GYM1,80
11,PPF41Q3G,9,GYM1,85
11,SDF81UVT,9,332,87
9,HGF82HQD,9,314,90
10,SPF41,9,238,82
11,PPF41Q2B,9,GYM3,100
9,HGF81QQD,9,323,80
11,PPF41Q2G,9,GYM1,90
11,PPF41Q3G,9,GYM1,90
9,UAF41Q2,9,235,65
9,UAF41Q3,9,235,65
9,FMFC5,9,115,83
10,EEFG5,9,348,85
11,EEFGDUQF,9,330,91
10,FSFC1,9,123,67
10,FSFC1,9,125,65
11,SPF41,9,238,81
9,MGF41QGF,9,105,65
11,FSFC9,9,114,82
10,HFF41H,9,326,92
10,MGF41QGF,9,105,70
9,SLF41QGB,9,226,89
10,SCF41H,9,138,93
9,HGF82HQD,9,213,98
11,EEFGDUQJ,9,B6,93
11,HFF41H,9,311,100
ST,PHF41H2,9,B17,94
ST,PPF41Q3B,9,GYM3,100
10,PPF41Q2G,9,GYM1,90
10,PPF41Q3G,9,GYM1,92
11,EEFG9H,9,336,92
9,FSFC5,9,113,45
11,FSFC5,9,113,80
11,PPF41Q2B,9,GYM3,95
11,PPF41Q3B,9,GYM3,100
10,FSFC1H,9,123,96
11,BCF41T,9,247,85
11,PPF41Q2G,9,GYM1,94
11,EEFG9,9,336,73
9,HGF81QQD,9,323,78
9,SLF41QB,9,341,65
9,HUF41,9,316,65
10,MGF41,9,214,88
9,EEFG1QB,9,349,67
9,EEFG1QGB,9,246,85
9,PHF41H3,9,147,92
9,PPF41Q2B,9,GYM3,95
10,SCF41,9,138,86
9,SLF41QB,9,341,83
11,EEFGDHT,9,347,90
11,SPF41,9,238,77
9,EEFG1QWB,9,126,65
10,PPF41Q3G,9,GYM2,94
10,UAF85H2,9,235,91
11,EEFGDHG,9,347,92
9,EEFG5,9,350,65
10,HFF41H,9,311,100
10,EEFG5,9,348,80
10,EEFG9,9,336,84
9,SCF41QB,9,141,55
10,MGF41HGF,9,107,98
11,HFF41,9,311,70
11,SDF81UVT,9,332,97
10,MGF41HGF,9,105,96
9,MKF41H,9,322,100
10,HFF41HG,9,324,94
11,EEFGDQG,9,347,87
11,SWF41HG,9,338,93
10,EEFG5,9,334B,70
11,SWF41QG,9,338,86
9,HGF81QWD,9,329B,71
9,HGF81HGD,9,315,94
9,HGF82HQD,9,213,95
9,SLF41QTB,9,226,69
11,SPF41H,9,238,92
9,MEF82QGD,9,221,66
9,MGF41,9,219,70
12,AQF41QQY,9,216B,100
11,FSFC5H,9,113,94
10,HFF41QG,9,324,45
11,FSFC9,9,114,68
10,SHFC1TM,9,149,80
9,EEFG1QGB,9,246,85
10,FMFC5,9,215,89
9,SLF41QTB,9,226,83
11,AWF85,9,B7,75
10,HFF41QG,9,324,66
11,HFF41H,9,311,97
9,SLF41QB,9,229,68
10,PWF41QQL,9,POOL,100
10,AQF41UVT,9,206,92
9,EEFG1QB,9,349,78
11,MRF41QTF,9,208,72
9,MGF41HGF,9,107,97
11,ULFC5TP,9,B39,86
10,HUF41QG,9,334A,88
11,PWF41QQL,9,POOL,100
9,EEFG1HB,9,349,94
10,MGF41H,9,207,90
9,PHF41Q3,9,147,45
9,PPF41Q2G,9,GYM2,45
9,SLF41QGB,9,231,67
10,MGF41QGF,9,107,79
9,EEFG1QGB,9,249,74
10,MGF41QTF,9,107,77
9,SCF41QB,9,141,67
9,HUF41,9,325,80
10,MGF41QTF,9,105,45
11,EEFGDQT,9,347,81
10,HUF41HG,9,334A,90
9,PHF41H2,9,B17,91
9,PPF41Q3G,9,GYM2,97
9,FSFC1,9,125,65
9,AUFC1TA,9,232,90
9,SCF41HB,9,141,90
10,FSFC5,9,113,65
10,FSFC5,9,113,55
10,FSFC1,9,125,66
10,MGF41HTF,9,105,96
10,PPF41Q2B,9,GYM3,95
10,PPF41Q3B,9,GYM3,90
11,HUF41,9,325,84
12,MQF41QQY,9,204A,100
9,SLF41HGB,9,226,93
10,HUF41,9,316,78
10,FMFC1H,9,116,90
9,AWF81H,9,222,95
10,HUF41H,9,333,92
9,MKF41H,9,322,100
9,FSFC1,9,123,65
9,PHF41H2,9,B17,96
9,PPF41Q3G,9,GYM1,92
12,AWF81,9,222,45
9,SLF41QB,9,341,83
10,HFF41,9,326,88
10,MRF41QGF,9,208,75
9,EEFG5,9,348,75
11,AWF85H,9,B7,95
11,MGF41QTF,9,107,71
10,PPF41Q3B,9,GYM3,100
10,UAF41H2,9,235,98
9,MGF41QGF,9,107,85
11,EEFGDQT,9,347,83
11,MGF41,9,214,83
10,HUF41,9,325,83
11,PPF41Q2G,9,GYM1,92
11,PPF41Q3G,9,GYM1,85
9,SLF41QTB,9,231,87
10,EEFG9,9,331,45
10,AUFC1TA,9,232,88
11,SPF41,9,238,70
9,PHF41Q2,9,147,65
9,PPF41Q3B,9,GYM3,85
10,PPF41Q2B,9,GYM3,45
10,UAF85Q3,9,235,45
10,MRF41QQF,9,225,83
10,SCF41,9,139,84
10,MGF41,9,207,55
10,HUF41,9,316,70
11,BCF41T,9,247,75
11,PPF41Q2B,9,GYM3,90
10,HFF41,9,311,80
9,PHF41Q3,9,B17,83
9,PPF41Q2B,9,GYM3,90
9,FMFC1,9,116,65
11,MKFC5UCT,9,108,45
9,SLF41QTB,9,231,72
10,EEFG5,9,348,80
9,ESFG1QFV,9,146,85
9,ULFC5TP,9,B39,96
9,MEF82QTD,9,221,45
10,FSFC1,9,125,67
9,FMFC1,9,116,45
9,PHF41H3,9,147,95
9,PPF41Q2G,9,GYM2,97
9,MGF41,9,214,80
12,PWF41QQL,9,POOL,100
10,SWF41QG,9,338,89
9,SHF81H,9,205,93
10,HUF41H,9,333,95
11,MRF41QQF,9,225,86
10,MGF41,9,214,76
9,EEFG1QGB,9,246,70
11,MGF41QGF,9,107,79
10,FSFC1H,9,123,91
10,PHF41H2,9,B17,100
10,PPF41Q3B,9,GYM3,100
11,PWF41QQL,9,POOL,80
ST,FSFC1,9,125,88
11,SPF41,9,238,87
9,PHF41H2,9,B17,97
9,PPF41Q3G,9,GYM1,90
9,SWF41QW,9,328B,83
9,EEFG1HGB,9,246,98
