Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2020,"12        ",Male,17,Left-Handed,180.3,25.4,,1,Car,5,0.359,45,"Hockey (Ice)",802,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Female,17,Left-Handed,163,22,160,2,Walk,15,0.608,33,Other,9000,8000,8000,8000,6000,7000,22,"Same length",64,67,"Ring finger",February,Fall,No,No,Poultry,Juice,Art,6,9,6,"Yes - broadband connection","Internet chat or instant messaging",100,100,10,1,20,55,3,0,5,1,10,2,0,10,"A lot","Undergraduate degree","Rhythm and blues (R&B)",Fly,Happy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,62,10,63,2,Bus,65,0.354,36,Baseball/Softball,900,900,900,900,700,800,9,"Right foot",60,65,"Ring finger",June,Spring,No,No,Seafood,Water,Science,6,10,3,"Yes - broadband connection","Text messaging",40,50,8,3,14,4,0,0,10,4,7,14,0,16,"A lot","Graduate degree","Rap/Hip hop",Fly,Healthy,Relative,"International aid"
USA,NY,2020,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,10,3,0,10,7,20,0,0,12,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Community leader or elder",Environment
USA,NY,2020,"12        ",Female,18,Right-Handed,5’8,24,168,3,Bus,80,1.0,56,Athletics,1000,1000,1000,1000,500,500,23,"Right foot",30,29,"Index finger",January,Spring,Yes,No,Pizza/Pasta,Water,Science,6,8,3,"Yes - other","In person",5,10,5,0,20,10,5,0,10,1,20,3,0,5,"A lot","Graduate degree",Classical,Invisibility,Happy,Relative,"International aid"
USA,NY,2020,"12        ",Female,17,Right-Handed,171,24.5,75.5,3,"Rail (Train/Tram/Subway)",50,0.428,46,Dancing,1000,1000,802,1000,802,802,25.5,"Left foot",73,75,"Ring finger",December,Summer,Yes,Yes,Pizza/Pasta,Water,Science,7,9,5,"Yes - broadband connection","In person",20,30,5,3,20,10,4,0,7,1,10,3,1,1,"A lot","Graduate degree",Classical,Fly,Happy,Actor,Environment
USA,NY,2020,"12        ",Male,17,Right-Handed,177.8,25,186,1,Car,90,0.387,31,Soccer,900,300,900,600,100,400,70,"Left foot",70,80,"Same length",March,Fall,No,No,"No favorite",Water,"Social studies",5,8,4,"Yes - broadband connection","Text messaging",10,93,5,0,6,0,0,10,18,1,40,15,1,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Teacher,"Education/Youth development"
USA,NY,2020,"10        ",Male,16,Right-Handed,172.7,27.94,91.44,1,Bus,15,.6545,64,Basketball,1000,1000,1000,1000,500,1000,26.67,"Right foot",70,50,"Index finger",December,Summer,Yes,No,Seafood,Water,"Physical education",8,12,3,"Yes - broadband connection","Text messaging",70,120,60,100,10,15,20,80,120,168,168,10,35,5,Some,"High school","Rap/Hip hop",Invisibility,Rich,Relative,Environment
USA,NY,2020,"12        ",Male,18,Right-Handed,175,27,175,3,"Rail (Train/Tram/Subway)",25,0.358,30,Tennis,700,700,500,500,1000,1000,26,"Left foot",98,103,"Ring finger",October,Spring,No,No,"No favorite",Water,"Mathematics and statistics",6,10,6,"Yes - other","Text messaging",400,999,2,1,7,5,0,9,4,5,9,3,10,3,Some,"Graduate degree",Pop,"Freeze time",Happy,Teacher,"Education/Youth development"
USA,NY,2020,"12        ",Female,16,Right-Handed,,,,2,"Rail (Train/Tram/Subway)",50,0.386,29,Swimming,1000,900,900,1000,900,900,,"Same length",,,"Index finger",June,Fall,No,No,"No favorite",Water,Science,7,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,10,5,0,11,5,12,0,7,1,49,0,0,0,Some,"Graduate degree",Pop,Telepathy,Healthy,"Sports person",Environment
USA,NY,2020,"12        ",Male,17,Left-Handed,183,25,180,1,Bus,15,0.374,47,Basketball,289,818,759,91,1000,1000,25,"Same length",102,104,"Ring finger",November,Summer,Yes,No,Meat,"Powdered drink","Mathematics and statistics",8,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,2,40,10,15,30,10,5,20,10,50,15,0,7,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person",Religious
USA,NY,2020,"12        ",Female,17,Right-Handed,162.5,22.5,104.5,2,"Rail (Train/Tram/Subway)",40,0.322,28,Cycling,1000,800,700,750,600,600,23.5,"Same length",75,62,"Index finger",September,Fall,Yes,No,Salads,Water,English,6,10,5,"Yes - broadband connection","Text messaging",600,650,3,70,10,168,0,100,160,160,160,50,5,10,Some,Other,Other,"Freeze time",Rich,Teacher,"Wildlife, animals"
USA,NY,2020,"12        ",Female,17,Right-Handed,149.9,21.59,152.4,1,Car,7," 0.33",33,Bowling,500,500,600,700,700,800,21.59,"Same length",63.5,66.04,"Ring finger",July,Fall,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",14,19,7,3,1,5,2,1,5,1,5,7,0,3,Some,"Graduate degree",Pop,Fly,Healthy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,158,,,2,"Rail (Train/Tram/Subway)",25,0.355,42,Tennis,,,,,,,,,,,"Ring finger",September,Fall,Yes,No,"No favorite",Water,"Mathematics and statistics",5,12,5,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",1000,1000,4,1,15,15,2,0,40,10,70,3,16,5,"A lot","Graduate degree",Pop,Fly,Healthy,Relative,Environment
USA,NY,2020,"11        ",Male,16,Right-Handed,175,27,150,1,Bus,32,.411,33,None,1000,754,770,802,1000,1000,27,"Same length",76,80,"Ring finger",January,Spring,No,No,"No favorite",Water,,6,5,5,"Yes - broadband connection","Text messaging",40,30,0,40,7,0,0,30,40,5,60,29,0,6,"A lot","Graduate degree",Other,"Freeze time",Rich,Friend,Other
USA,NY,2020,"12        ",Male,16,Right-Handed,177.8,25,172,1,Car,"13 ",.444,49,Lacrosse,700,700,100,200,15,900,24,"Right foot",82,95,"Ring finger",November,Summer,Yes,No,"Rice/Noodle dishes","Sports drink","Mathematics and statistics",6-7,4-6,5,"Yes - broadband connection","Text messaging",15,20,9,.1,3,1,3,5,8,2,2,2,14,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Wildlife, animals"
USA,NY,2020,"12        ",Male,17,Right-Handed,170.1,21.59,166.3,3,Car,20," 0.63",39,Soccer,1000,636,583,583,535,535,21.59,"Same length",101.6,76.2,"Index finger",October,Spring,No,No,Other,Water,English,7,10,7,"No internet connection","Internet chat or instant messaging",4,4,0,6,2,1,2,5,1,1,5,0,0,1,Some,"Graduate degree",Other,"Super strength",Happy,"Sports person",Health
USA,NY,2020,"10        ",Female,16,Right-Handed,5'2,"6 1/2","idk ",1,Car,"10 ",0.503,52,,100,50,80,70,0,90,"6 1/2","Same length",63,"63 .5","Ring finger",April,Summer,No,Yes,Pizza/Pasta,Water,Other,8,13,3,"Yes - broadband connection","Text messaging",300,50,"5 hrs","1 hr ","1 hr ","1 hr ","1 hr ","1 hr ","20 hr","19 hr","24 hr","22 hr",0,"2 hr",Some,Other,"Rhythm and blues (R&B)","Freeze time",Healthy,Relative,Health
USA,NY,2020,"12        ",Male,17,Right-Handed,174,26,180,1,"Rail (Train/Tram/Subway)",55,.332,48,Basketball,850,700,750,850,900,1000,26,"Same length",70,71,"Ring finger",November,Summer,Yes,No,Meat,Water,"Mathematics and statistics",7,9,2,"Yes - broadband connection","Text messaging",30,127,30,1,10,1,5,24,17,4,60,3,0,0,Some,"Undergraduate degree","Rap/Hip hop",Fly,Famous,"Sports person",Health
USA,NY,2020,"12        ",Female,15,Right-Handed,152,0,0,2,"Rail (Train/Tram/Subway)",25,0.418,43,Dancing,952,952,530,968,529,706,0,"Right foot",0,0,"Same length",April,Spring,No,No,Pizza/Pasta,Tea,"Mathematics and statistics",7,8,3,"Yes - broadband connection","Text messaging",20,30,2,0.5,12,10,8.5,0,3,1,70,2,0,2,"Very little","Graduate degree",Classical,Fly,Happy,Politician,Environment
USA,NY,2020,"12        ",Female,17,Right-Handed,167,"23 ",159,2,Car,15,0.444,49,Walking/Hiking,1000,1000,797,898,604,706,23,"Same length",58,63,"Ring finger",April,Fall,No,No,Fruit,Water,Art,7.5,10,3,"Yes - broadband connection","Text messaging",50,45,4,0,15,20,0,9,14,14,35,0,0,16,"A lot",Other,Pop,Fly,Happy,Other,Health
USA,NY,2020,"12        ",Female,16,Right-Handed,160.0,23.5,152.0,1,Car,"20 ",0.387,36,Baseball/Softball,500,250,250,700,500,500,23.5,"Same length",63.5,58.42,"Index finger",October,Fall,Yes,No,Seafood,Water,Art,6,8,4,"Yes - other","In person",100,100,24,9,9,12,9,0,15,24,17,45,0,2,"Very little","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,NY,2020,"11        ",Male,18,Right-Handed,168,23,165,1,Walk,9,.285,32,Other,465,273,781,684,567,353,22,"Right foot",83,89,"Ring finger",January,Winter,Yes,No,"Rice/Noodle dishes","Energy drink",Other,6,4,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",4,4,6,0,1,2,15,15,4,4,4,0,4,3,"Very little","Graduate degree","Rock and roll","Freeze time",Happy,"Coach or club leader","Education/Youth development"
USA,NY,2020,"12        ",Female,17,Right-Handed,157,24,154,1,Car,5," 0.39",28,Tennis,818,561,684,1000,909,941,23,"Right foot",76,71,"Index finger",November,Fall,Yes,No,"Rice/Noodle dishes",Water,History,7,8,6,"Yes - other","Text messaging",65,78,10,0,16,5,12,5,24,4,13,6,20,3,Some,"Graduate degree",Other,Fly,Happy,Relative,"Education/Youth development"
USA,NY,2020,"10        ",Male,16,Right-Handed,170,27,73,1,Bus,90,.334,34,Baseball/Softball,631,797,695,481,0,321,27,"Same length",80,80,"Same length",May,Winter,Yes,No,Fruit,Juice,,6,6,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",7,5,25,0,15,1,10,,21,1,21,0,0,3,"Very little","Some college","Rap/Hip hop","Freeze time",Happy,"Community leader or elder","International aid"
USA,NY,2020,"12        ",Female,17,Right-Handed,162,23.5,160,1,Car,8,.477,33,Soccer,1000,1000,1000,1000,500,600,23,"Right foot",7.6,6.35,"Index finger",December,Fall,No,No,Meat,Water,Science,8,10,5,"Yes - broadband connection","Text messaging",100,150,25,.5,6,5,8,1,15,10,20,10,15,2,Some,"Graduate degree",Country,Telepathy,Happy,"Sports person","Education/Youth development"
USA,NY,2020,"12        ",Male,17,Left-Handed,177.6,26,168,2,Car,12,.22,38,"Football (American)",1000,1000,1000,1000,1000,1000,26,"Same length",90,98,"Ring finger",March,Fall,Yes,No,Poultry,Water,History,6,10,4,"Yes - broadband connection","Internet chat or instant messaging",20,30,6,2,2,2,5,8,1,1,81,1,0,0,"A lot","High school","Rap/Hip hop","Super strength",Famous,"Sports person",Health
USA,NY,2020,"12        ",Male,17,Right-Handed,75,26,168,4,"Rail (Train/Tram/Subway)",75,0.295,33,Running/Jogging,1000,1000,1000,1000,750,750,26,"Same length",102,105,"Ring finger",March,Fall,Yes,No,Poultry,Water,"Computers and technology",6.5,8.5,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,30,20,1,5,5,4,0,12,1,12,0,0,6,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Rich,"Business person",Health
USA,NY,2020,"12        ",Female,17,Right-Handed,164.5,22.86,152.4,2,Car,"4 ",0.838,"32 ",Dancing,727,674,722,706,449,465,22.35,"Left foot",7.874,7.112,"Index finger",January,Summer,Yes,No,Salads,Coffee,"Social studies",6,7,4,"Yes - other","Text messaging",50,50,20,4,5,7,15,0,3,2,1,0,22,2,Some,"Undergraduate degree",Country,Invisibility,Happy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,163,19,164,2,Car,6,.525,58,Soccer,950,920,481,476,845,890,20,"Left foot",10.1,6.4,"Index finger",May,Fall,No,Yes,Salads,Water,English,7,9,5,"Yes - broadband connection","Text messaging","100 ","150 ",10,5,17,100,14,1,14,14,10,10,12,14,"A lot","Graduate degree","Punk rock",Fly,Happy,"Sports person",Environment
USA,NY,2020,"12        ",Male,17,Right-Handed,165,28,152,2,Bus,30,0.505,50,Bowling,909,898,872,818,738,717,28,"Same length",80,80,"Same length",June,Summer,No,No,Poultry,Juice,Art,8,9,5,"Yes - broadband connection","Internet chat or instant messaging",2,3,5,5,8,4,4,4,2,2,4,6,5,3,Some,"Undergraduate degree","Punk rock",Invisibility,Happy,Other,Environment
USA,NY,2020,"12        ",Female,17,Right-Handed,160,22,155,3,Car,10,.308,33,Athletics,800,600,600,700,600,600,22,"Same length",72,78,"Ring finger",September,Summer,Yes,No,"No favorite",Water,Science,7,9,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",80,3,10,3,17,6,13,0,7,2,"42 ",2,18,2,"A lot","Graduate degree",Country,Telepathy,Happy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,175,26,179,2,"Rail (Train/Tram/Subway)",30,0.38,47,Athletics,536,604,767,504,865,865,24,"Right foot",76,80,"Ring finger",June,Fall,Yes,No,Poultry,Water,History,6,9,5,"Yes - broadband connection","In person",1,5,14,0,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Female,18,Left-Handed,173,24,168,2,Car,20,0.334,37,Basketball,909,807,781,786,856,866,24.5,"Left foot",70,70,"Same length",January,Spring,No,No,Pizza/Pasta,Water,Science,7,10,4,"Yes - broadband connection","Text messaging",50,54,3,0,18,5,14,0,5,4,4,8,0,3,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,NY,2020,"12        ",Male,17,Right-Handed,175,27,69,3,"Rail (Train/Tram/Subway)",30,0.466,42,Athletics,727,727,80,500,680,786,27,"Same length",8,8,"Same length",February,Spring,Yes,No,Desserts,"Sports drink","Physical education",7,8,3,"Yes - broadband connection","Text messaging",30,,,,,,,,,,,,,,,,,,,,
USA,NY,2020,"12        ",Female,17,Right-Handed,162,25,160,1,Car,2,.495,37,Bowling,786,807,829,711,556,652,24,"Right foot",70,64,"Index finger",June,Fall,Yes,No,Fruit,Water,English,7,9,4,"Yes - other","Text messaging",8,9,4,3,3,2,3,5,6,3,4,2,0,2,Some,"Graduate degree",Other,Invisibility,Healthy,Teacher,"Education/Youth development"
USA,NY,2020,"11        ",Female,16,Right-Handed,160,20,163,1,Walk,5,0.346,48,Walking/Hiking,786,743,551,449,96,193,22,"Left foot",8,8,"Same length",October,Fall,Yes,No,"Rice/Noodle dishes",Water,Music,8,11,4,"Yes - broadband connection","In person",40,50,10,5,2,6,4,2,3,3,10,5,5,2,"Very little",Other,"Rock and roll",Fly,Happy,Actor,"Wildlife, animals"
USA,NY,2020,"12        ",Female,17,Right-Handed,155,20.5,150,2,"Rail (Train/Tram/Subway)",40,.704,67,Walking/Hiking,1000,800,750,750,650,800,22,"Left foot",75,75,"Same length",September,Summer,Yes,No,Pizza/Pasta,Milk,Art,6.5,8,4,"Yes - broadband connection","In person",248,284,15,2,20,10,2,0,10,8,13,5,0,5,"A lot","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Relative,Other
USA,NY,2020,"12        ",Female,16,Right-Handed,160,23,160,1,Car,8,.321,36,Other,600,700,500,600,950,950,23,"Same length",86,87,"Ring finger",October,Summer,Yes,No,"No favorite",Water,"Mathematics and statistics",6.5,9,5,"Yes - broadband connection","Text messaging",16,16,5,2,20,3,10,1,2,.5,10,10,0,3,"A lot","Graduate degree",Other,Fly,Happy,Other,"International aid"
USA,NY,2020,"12        ",Female,17,Left-Handed,67.5,25.5,166,1,"Rail (Train/Tram/Subway)",90,0.578,31,Walking/Hiking,824,652,658,385,401,455,25.5,"Same length",85,75,"Index finger",July,Spring,No,No,Fruit,Water,"Social studies",4.5,7,12,"Yes - broadband connection","Text messaging",30,30,15,2,10,8,1,2,30,12,30,10,0,7,"A lot",Other,Other,"Freeze time",Happy,Relative,"International aid"
USA,NY,2020,"12        ",Female,17,Right-Handed,5’4”,13,30,3,"Rail (Train/Tram/Subway)",15,0.89,57,Walking/Hiking,500,500,500,500,500,500,20,"Same length",1.5,1,"Ring finger",November,Fall,Yes,No,Meat,Juice,"Mathematics and statistics",5,4,3,"Yes - broadband connection","Text messaging",30,20,3,1,2,5,0,0,6,2,6,3,0,1,Some,"Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,"Musician or singer","Wildlife, animals"
USA,NY,2020,"10        ",Male,17,Left-Handed,"5'10""","12 cm","7 in",1,Car,"5 min",0.368,"15 se",Baseball/Softball,1000,300,250,150,400,400,,"Same length",,,,September,Summer,No,No,"No favorite","Soft drink (non-caffeinated)",Science,6,10,5,"Yes - other","Cell phone",500,500,3hrs,7hrs,4hrs,10hrs,12hrs,4hrs,1hr,6hrs,5hrs,7hrs,24hrs,11hrs,Some,"Some college",Country,"Super strength",Happy,Other,"Wildlife, animals"
USA,NY,2020,"12        ",Female,17,Right-Handed,158,25,146,1,Bus,"5 ",".607 ",29,Skateboarding/Rollerblading,900,900,750,600,900,1000,23,"Right foot",8,6,"Index finger",April,Fall,No,Yes,Fruit,Water,Other,7,9,4,"Yes - broadband connection","Cell phone",30,30,10,10,8,5,5,2,14,2,15,15,16,3,"A lot","Graduate degree",Other,"Freeze time",Happy,"Musician or singer","Wildlife, animals"
USA,NY,2020,"12        ",Male,17,Right-Handed,170,"36 cm","170 ",1,Car,9,0.389,48,Lacrosse,802,802,807,818,968,963,35,"Right foot",80,77,"Index finger",May,Spring,Yes,No,Meat,,,6.5,8,4,"Yes - other","Text messaging",15,30,7,1,12,7,7,1,5,3,20,1,10,2,Some,"Graduate degree",Pop,Fly,Happy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,170.7,22.85,167.6,1,Car,5,0.424,38,Baseball/Softball,20,70,80,70,100,100,,,21.59,7,"Index finger",November,Fall,No,No,Salads,Coffee,Science,7,10,3,"Yes - other","Text messaging",40,40,27,10,7,3,15,0,7,12,7,7,8,5,Some,"Graduate degree",Pop,Telepathy,Happy,"Coach or club leader",Health
USA,NY,2020,"12        ",Female,18,Right-Handed,160.0,20,150,1,Car,10,0.419,41,Walking/Hiking,1000,1000,880,880,890,890,20,"Same length",6,5.5,"Index finger",January,Fall,No,No,Pizza/Pasta,Water,Art,7,7,5,"Yes - broadband connection","Text messaging",20,30,5,7,10,2,7,0,14,8,50,20,8,2,"A lot","Undergraduate degree",Other,Invisibility,Happy,Friend,"International aid"
USA,NY,2020,"12        ",Female,16,Right-Handed,175,26,?,4,"Rail (Train/Tram/Subway)",120,0.446,47,Other,733,663,1000,1000,770,1000,25,"Right foot",80,75,"Index finger",September,Spring,No,No,"Rice/Noodle dishes",Tea,"Social studies",6,10,3,"Yes - broadband connection","Text messaging",20,15,5,1,25,6,4,0,.25,.25,20,0,4,4,"A lot",Other,Pop,"Freeze time",Healthy,"Business person",Religious
USA,NY,2020,"12        ",Male,"18 ",Right-Handed,175,35,98,"1 ",Car,"15 ",0.925,57,"Hockey (Ice)",800,700,900,500,"100 ","100 ","34 ","Right foot",,76,"Ring finger",January,Winter,Yes,No,"No favorite",Water,"Physical education",6,10,6,"Yes - dial-up connection","Cell phone",25,34,16,"1 ",8,6,24,"15 ",4,0,"1 ",0,"15 ",3,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Friend,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,160,22,158,0,Bus,45,0.361,48,Dancing,1000,1000,743,898,524,646,22,"Same length",70,85,"Ring finger",January,Winter,Yes,No,"No favorite",Water,English,2-6,2-12,7,"Yes - broadband connection","Text messaging",16,23,5,1,20,2,0,14,7,12,84,10,0,3,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,Other,Environment
USA,NY,2020,"12        ",Female,17,Right-Handed,158,24,166,1,Car,10,.408,37,Athletics,900,800,990,900,900,900,25,"Left foot",68,70,"Ring finger",October,Fall,No,No,Seafood,Water,Art,7,9,3,"Yes - broadband connection","In person",170,170,15,5,5,20,12,0,15,5,35,20,0,10,"Very little","Graduate degree",Pop,Fly,Happy,Relative,"Arts, culture, sports"
USA,NY,2020,"12        ",Female,17,Right-Handed,"5'6""",87,605,1,Car,"7 min",0.406,"60 ",Soccer,300,400,300,200,300,1000,90,"Left foot",85,70,"Index finger",June,Fall,Yes,No,Pizza/Pasta,Water,Languages,"8 hrs","8 hrs",5,"Yes - other","Cell phone",110,250,10,90,10,30,10,0,60,10,25,30,0,10,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,NY,2020,"12        ",Female,17,Right-Handed,155,23,140,2,Car,15,0.882,45,Walking/Hiking,3,1,2,4,6,5,23,"Same length",70,60,"Index finger",May,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",5," 8",9,"Yes - broadband connection","Text messaging",20,18,10,2,30,2,0,0,20,20,20,10,25,25,"A lot","Graduate degree",Reggae,Telepathy,Happy,Relative,Health
USA,NY,2020,"12        ",Male,17,Right-Handed,182.8,17.7,213.3,2,Walk,20,0.27,60,Baseball/Softball,1000,1000,1000,1000,1000,1000,20.2,"Same length",7.62,10.16,"Ring finger",November,Summer,No,No,Desserts,Water,"Mathematics and statistics",8,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",18,11,1,0,28,1,0,46,5,1,50,46,16,1,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Healthy,Relative,Religious
USA,NY,2020,"12        ",Male,18,Left-Handed,171,28,171,1,Bus,25,0.472,55,Skateboarding/Rollerblading,200,100,300,400,800,1000,27,"Right foot",116,76,"Index finger",March,Spring,Yes,No,Meat,Juice,History,7,9,4,"Yes - broadband connection","Internet chat or instant messaging",5,4,0,0,4-5,8,5,14,20,3,40,10,0,6,"A lot","High school","Rock and roll","Freeze time",,"Religious figure","Wildlife, animals"
USA,NY,2020,"12        ",Male,17,Right-Handed,177,26.5,183,3,"Rail (Train/Tram/Subway)",35,.325,44,Basketball,1000,1000,700,1000,800,700,26.5,"Same length",9,9,"Same length",August,Summer,No,No,"No favorite",Water,Science,7,10,6,"Yes - broadband connection","Cell phone",30,30,6,5,10,20,8,0,7,1,20,5,2,3,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,Health
USA,NY,2020,"12        ",Male,17,Right-Handed,170,24,170,1,"Rail (Train/Tram/Subway)",35,0.303,43,Basketball,1000,1000,761,854,65,125,24,"Same length",76.4,,,July,Fall,Yes,No,Meat,Water,History,7,9,3,"Yes - other","Text messaging",150,175,30,3,12,20,5,10,20,5,50,28,0,25,None,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Actor,"International aid"
USA,NY,2020,"12        ",Female,16,Right-Handed,160,24,130cm,2,"Rail (Train/Tram/Subway)",50,0.366,35,Dancing,966,508,513,807,887,887,23,"Right foot",90,80,"Index finger",February,Spring,No,No,Seafood,Water,History,7,9,3,"Yes - broadband connection","Text messaging",100,150,8,14,18,16,14,0,18,5,20,4,0,4,"A lot","Graduate degree",Pop,"Super strength",Rich,Friend,"International aid"
USA,NY,2020,"12        ",Female,16,Right-Handed,157,24,156,1,Car,15,0.449,42,Dancing,540,545,540,545,860,950,24,"Right foot",83,64,"Index finger",July,Winter,No,No,Fruit,Coffee,"Mathematics and statistics",5,8,4,"Yes - other","Cell phone",13,20,1,1,3,2,3,0,5,2,6,0,0,1,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,NY,2020,"12        ",Female,16,Right-Handed,154,23.5,160,3,"Rail (Train/Tram/Subway)",25,0.372,41,Running/Jogging,1000,824,636,529,695,690,24,"Left foot",68,70,"Ring finger",June,Summer,No,No,Breads/Sandwiches,Water,English,6,8,4,"Yes - broadband connection","Text messaging",100,200,2,1,5,2,1,1,6,2,7,1,0,1,"A lot","Some college","Rap/Hip hop","Freeze time",Rich,"Business person","International aid"
USA,NY,2020,"12        ",Female,17,Right-Handed,167,25,169,1,Car,5,0.384,35,Tennis,1000,950,900,800,450,500,25,"Same length",75,70,"Index finger",January,Fall,Yes,No,Seafood,"Soft drink (caffeinated)","Computers and technology",7,9,4,"Yes - broadband connection","Text messaging",45,50,10,15,14,30,7,0,35,20,35,10,15,20,Some,"Graduate degree",Country,"Freeze time",Healthy,Relative,Health
USA,NY,2020,"11        ",Female,16,Right-Handed,152,15,70,1,Bus,40,0.346,50,Dancing,1000,500,500,800,300,300,15,"Same length",50,60,"Same length",April,Fall,Yes,No,Pizza/Pasta,Water,Art,8,8,2,"Yes - other","Text messaging",0,0,1,0,5,3,1,1,20,1,2,5,0,1,"Very little","Some college",Pop,"Super strength",Rich,"Musician or singer","Education/Youth development"
USA,NY,2020,"12        ",Male,17,Right-Handed,180,29,180,2,"Rail (Train/Tram/Subway)",50,.322,36,"Football (American)",535,600,450,520,500,500,29,"Same length",89,95,"Ring finger",May,Summer,No,No,"No favorite",Water,History,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,90,10,1,15,4,4,6,20,2,20,7,0,5,Some,"Graduate degree",Jazz,"Super strength",Happy,"Community leader or elder","Education/Youth development"
USA,NY,2020,"12        ",Male,17,Right-Handed,190.5,29,198,1,Car,18,.337,63,"Hockey (Ice)",550,750,500,500,500,1000,31,"Left foot",76.2,76.8,"Ring finger",April,Fall,No,No,Meat,Water,History,6,11,4,"Yes - broadband connection",,150,200,5,1,12,4,4,12,30,2,24,1,12,4,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person","Arts, culture, sports"
USA,NY,2020,"12        ",Male,17,Right-Handed,178,26.67,180,1,Car,8,.242,34,Soccer,695,471,690,599,465,460,25.9,"Right foot",83.82,76.2,"Index finger",July,Summer,Yes,No,"Rice/Noodle dishes",Water,History,8,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,16,16,5,10,8,2,15,16,24,0,32,6,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Other,Health
USA,NY,2020,"11        ",Female,18,Right-Handed,167,24,163,2,Walk,13,0.414,66,Dancing,866,775,904,914,455,578,23,"Right foot",97,100,"Ring finger",March,Spring,Yes,No,Fruit,Water,English,7.5,9,4,"Yes - broadband connection","In person",12,13,15,5,12,14,6,0,3,7,20,6,4,4,Some,"Undergraduate degree",Jazz,Fly,Healthy,Friend,Environment
